inquiry_id,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount
61e899ce-0c00-48f4-b88c-3fbb57bb37fb,"[17.144751338929847, 4.5730727566271305]","[1129308, 7245090]","[23527, 30188]","[2232187, 9972589]"
96552487-d2a4-4566-b071-8b03e592f81a,[7.164573387743871],[193806],[5384],[3122068]
2f9a0e2f-a615-488a-a5ce-856bbee7cf0b,"[11.857279706558494, 4.106394245550131]","[2142141, 15632517]","[29752, 162839]","[4478985, 17494663]"
20596e93-fe76-4b81-b4fb-68963953ff4d,"[4.185247451022899, 4.075430040610359, 6.2408260655868695, 6.511058599975103, 9.944005934899586]","[11895822, 173739, 3268608, 1358970, 276019]","[33044, 2413, 30265, 7550, 5750]","[12990642, 4754881, 4699583, 1525105, 2393860]"
dc61ecf1-9e93-4ea6-b9f4-389a95a9ef2a,[5.107613746781224],[4811411],[100238],[7811242]
227f0c84-7957-472b-9b49-e464b6c7afa9,"[14.300583316255548, 3.284639171008493, 3.7756820389319756]","[1263817, 1094265, 4712508]","[17553, 5364, 15708]","[1947487, 15747412, 9042136]"
db030986-39ff-4dfc-8e77-e70084691405,[3.0592800256516135],[1873031],[7433],[14457438]
3c707b1c-497d-4b09-ab6d-4c06b22583e5,[4.99],[836500],[53900],[3399900]
4ebeaf72-fbc2-41aa-a038-d18576f75054,[6.501884896618446],[4628417],[17532],[11539087]
624fc3ac-3060-4b84-8c7e-4fcc0d5951dc,[5.009779607651986],[3173366],[15556],[10223699]
f457deec-72c9-4c31-899a-5907caf8e9b1,[5.1917255120796035],[11857803],[164692],[18750478]
997579ed-dc53-486e-ac98-5898389f5fee,[9.802285842100439],[745244],[8872],[9824131]
43f3466b-cc61-4150-b528-eb3915648dbd,"[9.289610105225357, 6.028578658633446, 17.128519231644994]","[2086798, 4482888, 825174]","[43475, 74715, 13753]","[2611147, 5917096, 4736628]"
dd78c5b4-dbb0-4550-8e1d-3ffa9db8c9c9,[7.57460863516335],[1305121],[6398],[1726577]
3b32848f-3530-4026-8c14-3e14e497584f,"[13.486096001451008, 7.2295129090874575, 8.10801393064804]","[1214780, 3131106, 748280]","[14462, 43488, 8908]","[1587800, 7313874, 1458227]"
cd8667e2-a1a1-45ef-a27a-02904a70c5d2,"[10.591198914996337, 4.906428385849463, 4.9579524279644165]","[3143781, 1803774, 826016]","[43664, 5567, 13767]","[4724476, 23796454, 2162762]"
db430063-6d80-4774-998a-bafde5d24eef,"[4.379069913748335, 13.812046486772932, 6.0827503616125185, 4.964169767482815, 6.093003394163551]","[4562701, 2226550, 4490907, 176561, 4432739]","[29248, 46386, 37424, 1226, 24626]","[5730337, 2820741, 5000000, 500000, 5000000]"
d9ebe876-ef7d-4847-ad55-78625de164e5,"[7.651043369463182, 8.351653486733316, 6.008696124319885, 11.41126688932486]","[3137613, 2590924, 10103971, 2881433]","[17431, 71970, 76545, 60030]","[3721788, 6876387, 10118122, 9987087]"
7f911123-f9f3-4d07-87af-352673ca804c,"[3.2055348741197607, 11.841084312953527, 5.539166676996446, 3.3261282929260907, 17.361060970351716]","[3356409, 247036, 1227944, 11319451, 3755148]","[16453, 4117, 9303, 55488, 62586]","[14121607, 6348505, 1966872, 14211973, 4779986]"
054544d7-1c1a-4f27-b8bb-fb6c43ae8593,[7.578702643652416],[3323251],[46156],[4232972]
21918ff4-c93b-4acf-9599-e73f36bf7d0a,[13.22058964361749],[1694391],[35300],[2837576]
4a1e9530-00b2-4cfe-82a0-f6f2330e9ac5,"[8.871840227740678, 7.443752955296526, 11.416733655828716, 4.471049633760503]","[503483, 685152, 197709, 12763506]","[20978, 9516, 4119, 50649]","[2737763, 1640356, 1600550, 24940164]"
dfdfb116-d94f-4870-96ab-0d025bc3f53e,[7.5422651849508675],[298673],[1556],[1749764]
b1effc5d-1c31-4deb-9af2-fac635b32400,"[13.139009893231181, 17.581775550784098, 4.568675415329492, 6.7578894218250225]","[517658, 182585, 18517721, 257619]","[7190, 2174, 102876, 10734]","[3010802, 4829479, 29427164, 314762]"
6a623794-1fa0-4a4e-9d39-3c8b891d1790,"[8.13709735420585, 11.592800294264181, 5.685095571747821, 3.9097582694000548]","[703155, 1113716, 4037455, 3681529]","[9766, 13259, 28038, 20453]","[1567269, 2860579, 5000000, 5000000]"
c4f2b937-8e48-4272-bcd2-f4edf95975ff,[13.504526763763259],[617661],[17157],[842347]
cc894379-5aaf-467c-9a88-906b076ec7c8,"[6.413675391582325, 6.9400092632482036, 6.831972695402338, 7.28311690838291, 5.507567856683043]","[6929232, 447120, 725665, 146630, 1208307]","[32080, 3726, 15118, 1222, 9154]","[39324032, 5000000, 1000000, 500000, 5000000]"
70b5f5bc-8f5d-40ab-a6fe-ac8e1dd534ce,"[5.688059137814134, 5.540860052586896]","[4215463, 752684]","[21956, 5227]","[5014066, 5000000]"
6a76c464-0234-4f07-9e99-954068fb3cb6,"[7.0876539145953386, 4.875393044049216]","[8391717, 16347306]","[49951, 71699]","[18597526, 34534501]"
a95158cb-9033-44e2-93fb-6380741b9d7a,"[4.568916705162946, 4.741413807844722]","[6399943, 112635]","[20513, 1877]","[14383626, 1190408]"
083345b4-5f3d-469d-b041-97b8a932be47,"[10.821028643379652, 9.762268782236339, 5.616440973617763, 6.191930541667625]","[1226069, 509104, 2133622, 344154]","[17029, 10606, 11853, 4780]","[7788803, 1610832, 5000000, 500000]"
7ce1edc8-2d4b-488d-85b0-95a07f2e6295,"[6.34868558967475, 6.09098379675398, 10.159245732257768, 13.151736044438561]","[4005409, 3038665, 180845, 135384]","[55631, 9044, 2512, 1612]","[4835926, 5000000, 200000, 200000]"
a373a174-2be4-432f-a74e-5ae2019b8134,"[5.680837683302518, 9.711583290609347, 3.0659233021775596]","[3754093, 150918, 2378498]","[44692, 12577, 8618]","[7117770, 4422158, 6955100]"
7c23c9f9-566f-428d-b226-0020ffdf002e,[16.154353867631855],[1723353],[20516],[2698621]
55832ddb-d477-4088-88d9-87634a15d67e,"[9.355633078709214, 5.963571651666104]","[6727998, 2980408]","[93444, 24837]","[8950478, 5000000]"
c913d51b-edc3-4f80-a84b-d4a34f6a7adc,"[17.280177331122587, 5.176490493572526, 7.5303612846190475, 4.592075210061543]","[2429287, 1545956, 297277, 1498994]","[40488, 6441, 1652, 6940]","[2628184, 5027932, 1064721, 1532739]"
a6ab0ae4-2397-466f-8ad7-b6dab7abfb49,"[5.984073051492243, 5.3047018775729855]","[8123449, 429035]","[42310, 8938]","[12852198, 1195505]"
894cc59a-71dc-45ef-bfd5-de8515b4ac64,"[4.48037853317407, 7.46629638794602]","[8682586, 6089528]","[24950, 72494]","[9549346, 7856382]"
f5ba688d-73f5-4924-8c85-f25ec544d75e,"[5.108027184628444, 7.391454821022226]","[1618829, 1274203]","[33726, 15169]","[1943988, 1585787]"
fca17ba3-07bf-42e0-9467-ea809e079ccd,"[7.07348314610587, 9.50170546551966, 7.801758032698506, 4.093171680892441, 4.9462103588896955]","[1405760, 478563, 10984888, 4470130, 948142]","[117147, 7976, 70416, 21912, 2634]","[4496984, 2120134, 16886681, 5510640, 5403923]"
ba3cfb4d-3fc7-48c2-8da5-e12c0c107052,"[5.645416885904846, 6.0858156909901755, 5.93545509813301, 9.628824253597777, 9.630898271124352]","[7098433, 1728936, 3660807, 302549, 199288]","[29577, 36020, 30507, 3602, 8304]","[11130529, 5378432, 5000000, 1000000, 200000]"
707ca099-576d-4fe2-beb1-2e0da4262594,"[5.353800299643517, 19.360246500262562]","[506329, 1046378]","[7032, 29066]","[10931838, 1797463]"
96cce28d-87e5-4b52-b3a7-ba51ab98d6c9,"[6.981024717392249, 6.211284072847734, 3.0619313560924666, 8.632891385613128]","[7022417, 1375102, 22491472, 637756]","[30800, 16370, 66939, 8858]","[19480826, 3998339, 47275013, 2430152]"
69025073-200c-4b6e-8bd4-560ce00e0b51,"[7.369964201003897, 4.68025655300581]","[5462393, 213326]","[41382, 1481]","[9986376, 7506051]"
f8e304a6-3d68-4901-b072-db7a6ff200b8,"[5.350871286171565, 5.986875822377309]","[3238045, 2802141]","[16865, 17962]","[6845389, 5000000]"
8b7289f9-e40d-4d82-ab48-3d561c3c7732,"[4.242110825210132, 7.622821890129224, 11.752407648739597]","[1772801, 117252, 603184]","[10552, 1629, 10053]","[1836491, 1699863, 845998]"
c5b4ea9d-0fdd-4398-a970-d877e1efe585,"[8.957756886969563, 7.797304291039472, 3.6436457405728597, 7.825613131911127, 7.233699515754579]","[2395246, 1644373, 2258081, 446944, 442314]","[49901, 27406, 14475, 3386, 2633]","[5362874, 3230953, 12064745, 728030, 500000]"
58b1c75f-e925-4aa7-b2f8-a2daf7d43e52,"[16.545008024636793, 15.751480452330654, 12.784228536426486, 5.429177273290108, 4.1410433699187505]","[126870, 2340101, 714488, 5893288, 1488279]","[10573, 195008, 9923, 40926, 6890]","[232482, 4338882, 3711356, 8176393, 4090187]"
958c86e8-cae0-452b-b6c3-78298b5d40fd,[14.13699871255801],[957203],[79767],[2657679]
46175007-fb41-43cd-b2c7-1f3077ba6ca9,[9.578025685287333],[837517],[23264],[4759417]
3d8723ee-f716-4c0d-99cb-a823efabf568,"[6.761640002114193, 11.95866625836657, 7.330315278492739, 6.248626340377174]","[17323703, 257003, 755393, 2362435]","[49781, 10708, 31475, 10937]","[31544803, 2200603, 807513, 5000000]"
d6eb545d-e7ee-4b1e-9cf2-7ff662c32e34,"[5.60870048819942, 5.660143902290992, 4.456362897938019, 9.897193456534636]","[16307528, 325074, 15287235, 190583]","[56623, 2084, 60664, 5294]","[47754442, 630931, 22051432, 1902744]"
605e1fe2-6044-4a73-9aa2-4d284b04a1d0,"[5.3493015888207704, 6.875001583697591, 6.571457997890334, 7.303063941762776]","[7188845, 205349, 781428, 2498113]","[37442, 1222, 16280, 69392]","[62242567, 1648487, 1026177, 4895827]"
31177356-659d-40e1-b0ab-00e88594b9f0,[5.912574873966597],[6514816],[18097],[12456142]
96429cae-e963-4eb8-b38f-f1e130449c73,"[7.039071463574868, 5.289781416220902, 11.310024034284334, 5.947047009156542]","[979217, 1097894, 570839, 769476]","[6800, 13070, 23785, 5344]","[19141203, 1443091, 748304, 951073]"
6d71c02d-9ef0-4e8f-a599-2d97242860d0,[7.278405828079054],[1500819],[17867],[3347972]
50089777-3f8d-4776-97bb-8372700eafb6,"[4.862479507549164, 6.724419306764657, 6.397963460037215]","[3662259, 6545882, 307947]","[33910, 49590, 1283]","[6686799, 10296105, 5075993]"
45f1f214-661b-4661-9714-aed0d41706ed,"[7.228278903798843, 4.836791910102043, 6.805501031028921, 5.101256624434576]","[3432449, 5364248, 8273580, 7145295]","[26003, 22351, 229822, 85063]","[6125353, 16367757, 9239450, 12329668]"
f8cbfbc1-c28d-49e8-ad45-4a93b97494a2,"[4.006104718073303, 7.363305488124139, 6.657637665283018, 11.4745503384246]","[1477416, 207480, 791042, 1009483]","[17588, 2470, 10987, 14021]","[2924123, 371137, 1811256, 4414829]"
b4f15ed5-f29b-4909-a50a-e59a6e883113,[6.8537080416370335],[770089],[21391],[3620509]
f90fc7bc-e535-4151-a00a-0666d46230d8,"[10.409754591045523, 4.747819897152782, 12.832453118087493]","[3778295, 31382467, 368219]","[52476, 174347, 4384]","[9127052, 34848458, 2074257]"
21afb145-3fe7-46cf-afa5-64030f78f484,"[8.551272574163297, 7.182765584065681, 9.609430762809222]","[3046311, 1080200, 289616]","[50772, 18003, 3448]","[4573718, 1374044, 2785097]"
b1eb5a34-b228-4294-9cb5-7e4164cd10aa,"[11.345640859830079, 4.476852262511958, 17.8891814133529]","[1174851, 6521613, 3466957]","[32635, 31969, 144457]","[1873170, 9087316, 3766977]"
96834211-4cc6-4140-9ead-36af49d5ecd5,"[3.678884857449821, 10.93407720506036]","[407929, 263465]","[1133, 21955]","[6133841, 424413]"
3d65c606-b05c-435b-83fb-3197e7fb2f26,"[4.732453780298419, 9.664623262885721, 7.6804186913439825, 4.070325316641297]","[3819986, 2384407, 592197, 562151]","[15917, 39740, 3525, 4259]","[5134091, 3790530, 4248883, 8828895]"
39efe4c2-85f7-4971-936c-7c49683303e0,"[11.400732407586986, 6.226877781795939, 10.734751914831708, 4.148682365110043]","[136740, 328290, 105339, 232705]","[1628, 5472, 8778, 1939]","[1168109, 1000000, 200000, 500000]"
acd87db8-e6d7-42d9-b5d0-6a5f446c3003,"[3.471250350507917, 4.582432139950438, 7.022127492789304, 6.187593839904139]","[961402, 900585, 1780301, 134239]","[2671, 2886, 49453, 3729]","[9624810, 16985415, 3890988, 1225024]"
92545721-adc4-4785-a538-8272ddabce04,[4.3661610158209845],[5775572],[68757],[9300777]
aa66f287-3d09-4c44-b140-846737c5c552,[11.361222497314142],[513052],[10689],[1380900]
2dbe948e-8c3b-4955-85af-c0e17245baac,"[4.098788402793078, 7.456859000770153, 5.382000717708247, 5.174242482791137, 7.77393202333096]","[3292346, 1376380, 9173076, 5486607, 2738494]","[13718, 19116, 25481, 76203, 228208]","[9872167, 4750838, 14811315, 5658284, 3185399]"
bfe81215-0787-41ce-bc9d-01fd85bbc68f,"[5.062847241200608, 6.8289664190352415, 7.811184163738935, 5.980464151023475]","[21795031, 10265329, 3610029, 5542463]","[90813, 42772, 16713, 17106]","[55047772, 17354950, 4513648, 6662296]"
5e6a7122-fbe1-40c7-afed-266f92918ae8,"[7.03476930543815, 7.804546918054591]","[6041231, 5629107]","[35960, 156364]","[8514987, 7743973]"
c2118946-295b-4210-aa0a-173afbee8c91,"[7.294409087730573, 6.640411995900484]","[2674986, 695003]","[20265, 11583]","[3533610, 4798471]"
dd27dd35-e400-4fa5-8340-f5e8107f7975,"[7.406738674638984, 7.310517254246949, 5.316892538653218]","[241625, 5594806, 3975613]","[2237, 93247, 23664]","[2729593, 8819433, 14059607]"
6f74b267-5111-49df-93d1-c3f59045fc1b,"[4.382346279016362, 13.948938796458972]","[784352, 365651]","[5942, 7618]","[11686956, 634432]"
d20aca2f-4b25-48d7-b637-20becdd06cd8,"[8.831435792089467, 11.700986941202501, 6.145738590714275]","[5273853, 252598, 17887899]","[87898, 3007, 70984]","[9126904, 311684, 21423897]"
3540ed0a-4b52-4d9f-9d45-6d738bb1accb,"[5.722740214539218, 6.454702752339514, 5.789131143852345, 4.762521531812566]","[3207604, 2044012, 367319, 4496446]","[10692, 10020, 3061, 17843]","[5134593, 5000000, 500000, 5000000]"
1a93fc39-7c4d-463a-b784-5057afe37ebc,[5.641857786219422],[5675032],[17516],[22467967]
a65b636e-94b1-4c7a-97d5-e397e2020af6,"[5.179702661547241, 5.154009582753128, 4.051352335347528]","[8599272, 740962, 1051437]","[35830, 10291, 29207]","[11845947, 2144198, 3085158]"
e7b97c34-8cfc-41a5-8f2d-cb505db9b3a0,"[8.44316780110852, 9.151487394148718, 8.241645622862086]","[1013613, 930655, 3922000]","[16894, 12926, 54472]","[3478289, 1007980, 4903721]"
78c7aef3-9255-4554-b678-347ece365b79,"[18.621216023152087, 6.003747736659309, 4.078619652475545, 6.484287554305064, 7.244343556949961]","[3851054, 5747889, 4287042, 179852, 457802]","[80230, 43545, 15533, 1363, 2725]","[4676931, 6013432, 5000000, 500000, 500000]"
651440fd-7f47-4858-b07c-a95c8ecce3c6,"[6.172480104283104, 6.816732493092426, 3.880300194863459]","[1480789, 1293596, 779920]","[17628, 5390, 4642]","[2316113, 4424453, 8258424]"
1bf2051b-0f5e-4b48-b9f9-9b2edfd8693c,"[8.388813970981902, 7.731154409726713, 10.003303103013508, 4.9589362702096835, 5.5292914622372535]","[3544040, 1116883, 1773783, 1458512, 2138492]","[98446, 23268, 21116, 9349, 7425]","[3734045, 1761190, 7249602, 2913985, 5000000]"
ec63014b-a498-4826-850e-794031b048be,[6.0107786819119715],[10033107],[59721],[12845065]
c10abc64-cfcd-4774-bd21-5e3adfd2e0fb,"[4.03906601370506, 11.46508793907487, 5.83698134550267, 17.602771882990616]","[1643683, 210348, 2388745, 1810240]","[17122, 17529, 15312, 30171]","[16073520, 1498758, 11187716, 2840595]"
2ed26d5d-710e-4944-811f-26b202c8c253,"[16.56521193151557, 4.444113753533064, 6.845009603444159]","[396275, 9818188, 246830]","[8256, 74380, 1582]","[3590928, 10977301, 767954]"
208354e5-528e-4daa-b595-f49eabfd7978,"[10.429651842540881, 10.724510479323948]","[766457, 1140748]","[63871, 13580]","[3034302, 2251450]"
f0ab374b-6b89-470e-aedb-89222d0a1243,"[11.437140165186385, 3.887683528378752, 8.820581654704938, 7.583731520271541]","[2439798, 6710286, 2225472, 264025]","[29045, 55919, 26494, 7334]","[3650509, 9457744, 2412323, 265997]"
6437dd64-0368-4a98-af58-f60e1677a313,"[4.35683261737798, 4.512494882391234]","[4886372, 1601142]","[81440, 14825]","[5390779, 1946548]"
3ea4eb5e-570b-49d2-b446-8538ea5417b8,[9.121561314060493],[624478],[10408],[1207613]
6ac7ca00-5584-402f-948e-81afa4e39048,"[4.476329167421595, 10.073725161113593]","[5421015, 7583617]","[28234, 126394]","[6681913, 9339061]"
fd2fe01f-29a8-4c82-a1d2-3448a4d6437c,"[10.514046063488186, 14.397238555465506, 6.192900516785475]","[1879467, 3286386, 15461055]","[52207, 39124, 51537]","[2226220, 3856934, 18113009]"
07f90b81-1187-4b71-b39a-b2feb5a235ef,"[12.62896691528293, 11.449255896975956, 3.6254739273237835, 4.451135945704577]","[1152163, 102541, 3609436, 314390]","[48007, 1709, 18799, 2183]","[3107181, 233459, 5000000, 500000]"
ca8b1b59-e0ef-431c-ae26-5485e08d432a,"[5.436025616866609, 9.75144135113285, 18.595901576423145, 5.998199027309648]","[3863794, 3253247, 1314513, 4249406]","[35776, 38729, 27386, 50588]","[5548479, 6746891, 1982966, 4935952]"
41460f7b-99c4-4a89-bf5f-e4207accb1df,"[3.9706293068935388, 5.802097023495341]","[281452, 454823]","[1955, 7580]","[5000000, 1000000]"
3054ea0b-2f19-4903-9ab2-5cf353c45653,[3.020010760644272],[11917405],[34245],[48729868]
b851982a-ca83-47c9-94e3-adf63d6fc008,"[5.016791705569441, 6.427864305180353, 5.412558565187824, 7.386876617291462]","[7316765, 286299, 658712, 1579356]","[21776, 11929, 9149, 32903]","[9885644, 1155760, 1305008, 2169901]"
4a2f78ac-44c0-44df-b96d-f2dd51c29f11,"[9.786050529210563, 11.752226802495953, 8.77494985297832]","[1086548, 1898478, 1480589]","[18109, 22601, 20564]","[2533973, 9807459, 4978236]"
acf297c0-7587-46af-8b8a-9887f0702982,"[5.404534269785788, 5.9278529925241745, 6.599225442481595, 4.316458170201223]","[5237622, 129528, 5072065, 1393377]","[39679, 491, 35223, 6451]","[10985756, 17488799, 7608417, 1489102]"
fbc7abc8-adc7-4b3d-9b72-bbbdde0b9f17,"[4.641607758399354, 6.772722793551437, 5.5200259500810205, 12.5356369659137]","[32220236, 127885, 1439009, 390965]","[127858, 561, 6311, 4654]","[35985336, 6936193, 5493254, 1040765]"
df02bd1f-3ae5-4075-be6b-36e9b7ec4cb5,"[12.930593050728824, 7.051496193368859, 7.986618621719949]","[130101, 176516, 2110135]","[2168, 7355, 43961]","[1867667, 1396306, 2299611]"
44b2a49b-b4a6-433a-ad55-1b87d8d5cd61,"[5.349935036737363, 8.316005516697272]","[208646, 134655]","[1581, 1603]","[5000000, 200000]"
46efb6f5-fa2a-4f24-a441-3e9f166f457b,[3.61493798798834],[15076714],[62820],[15844328]
471a4078-3979-4b6e-9b80-a082ae8b8a2c,[7.5893874739828275],[449617],[7494],[2709049]
c845d1d7-df74-4ce4-9485-4ed2f8a1dec7,"[3.36782641335923, 5.016746291961123, 11.254141809359652, 11.19733409752001]","[21842052, 1207191, 4062503, 196568]","[130012, 16767, 48363, 3276]","[24436626, 3160627, 7994832, 357436]"
341e6407-76f8-4de5-adbf-531472147ee2,"[16.440875594374795, 4.296047690280815, 3.9534801587511814]","[1349303, 297779, 3998681]","[56221, 3545, 30293]","[2062703, 500000, 5000000]"
d6bf90fb-933c-4696-bd83-b167149ee709,"[9.497257223958016, 5.811927136086414]","[4652806, 2603436]","[129245, 8678]","[9657734, 5201861]"
0903b80a-34e8-451a-9a0d-fedc3e326b4b,"[6.3462672611271636, 4.084467469276927, 6.068067098185853, 15.45065014966864, 12.87757158463372]","[2595129, 6557775, 351591, 731877, 143347]","[36043, 42037, 2093, 15247, 3982]","[7509797, 12296675, 576783, 957017, 204178]"
1e565df1-1020-4841-9155-5d65bbfd04c4,"[6.358727311205316, 10.601522068693372, 5.679669415418669, 4.998993770392747]","[292524, 2064892, 5523978, 2156465]","[4875, 28679, 23017, 19967]","[2826171, 4034318, 15238834, 3104578]"
e3dcfd96-b0f4-4587-85d0-1ed6ebc28fe4,"[4.539229385867033, 8.47661491748456, 6.839490685734427, 5.847218781536147]","[564035, 1001978, 1333559, 5564426]","[2044, 41749, 7409, 21077]","[5325245, 2753370, 11968380, 6381792]"
f7e79a10-40df-4f50-b94f-149ba54c3d58,"[9.986270142543837, 6.576643392211874, 5.475722058533672, 10.770713254717087]","[4284992, 4279034, 1821388, 217032]","[119028, 15504, 10119, 4522]","[4996408, 10371281, 5000000, 1000000]"
4997fcf8-9e16-4cc0-b58d-02845b6b5eb6,"[11.46172557689771, 6.257075477270629, 6.51074027921539]","[2331950, 744436, 3999162]","[38866, 20679, 33326]","[2990505, 6524929, 5175054]"
8284f8b3-7c6a-4b05-9379-3dcba346a855,"[5.450084522031828, 5.153226369238495]","[3493733, 2206771]","[20796, 9679]","[5679225, 13410102]"
1b4e5726-d32a-4795-9446-9ba2553cfa64,"[4.445930709119164, 7.8184597144970525, 14.394163312520694, 5.297330564268957]","[2636140, 2659337, 121415, 932634]","[12204, 31659, 10118, 3701]","[19569260, 2934161, 1058065, 5000000]"
1033dc7a-ca66-426b-a906-79a03c2ed112,"[11.40215179620385, 4.693246239701287]","[1740543, 1385942]","[48348, 16499]","[2704998, 4336888]"
90a8477f-dc28-4622-a603-87d85dfd8c68,"[3.5494795259431924, 7.541848606232002, 16.336151385964943, 7.703734202779467]","[799344, 307487, 109240, 111568]","[2467, 1601, 4552, 1033]","[5000000, 500000, 200000, 500000]"
0fff50f6-38dc-4bed-9b80-fc65e7795d2b,"[4.167721932826025, 12.713651025490632]","[4879719, 146580]","[20332, 3054]","[5000000, 200000]"
a81c1726-ebaf-4245-a490-c4dc7f9efbc0,"[18.2453126420779, 5.031787437473184, 4.7524731997053165]","[300203, 5177908, 299623]","[5003, 23972, 3567]","[2316380, 7143198, 1000000]"
c5682547-c291-4360-9e3e-20940bc746b0,[15.089341816127527],[1506297],[31381],[3105021]
7a151f19-46ca-4e2f-9030-4d7e9eb6f13f,"[5.1269887947651025, 10.976747680173018, 8.021620198478463, 6.792470994284708]","[9188756, 440319, 178532, 845951]","[40302, 5242, 4959, 5035]","[66276199, 1000000, 1000000, 5000000]"
af897c9d-7f55-4f73-ac6e-f2d3ece7fa7a,"[3.1251913583192388, 6.690400730812407]","[1540425, 3768765]","[6418, 26172]","[12342491, 5869324]"
0c0468c6-3327-4f52-9e53-b8a633c16439,"[4.063669878046975, 17.017984642811285, 18.999383491925848, 5.912209135116177]","[4961871, 207442, 660108, 907870]","[15903, 4322, 18336, 25219]","[5270398, 4870838, 2019081, 2672690]"
c95d14c6-9add-4644-8674-dbccdc0b6863,"[5.496374103508746, 8.501671614039552, 3.116572317300121, 7.163003478214536, 6.042135018417079]","[26631976, 4851200, 1916668, 2528428, 398542]","[79262, 80853, 8873, 35117, 6642]","[47934555, 6826588, 42488759, 2833124, 453077]"
6ebc5b66-38cd-4719-b442-6414a4c1a145,"[7.975761017674841, 5.517926185689279, 4.931945567579834, 6.918960595789599]","[834203, 916013, 278338, 183740]","[13903, 15267, 1657, 806]","[1279467, 1843966, 5000000, 500000]"
db7a946b-8d2e-4575-9e78-49c6d4a744d4,"[14.297114379211656, 4.442263781832608, 4.406787980259107]","[262506, 1793916, 2477004]","[4375, 9966, 8975]","[509522, 5000000, 5000000]"
f5003457-171c-4472-943b-f409d4d51ac8,"[7.499162425591794, 9.55812503242899, 17.714911849728843, 6.039303203860298, 5.695393100756226]","[2494811, 2896329, 1252095, 1878190, 11543102]","[51975, 60340, 14906, 39129, 45806]","[4561986, 7004927, 3757403, 9425917, 31833147]"
8395b9c8-0672-462e-a12d-4ae062b9e619,"[8.967835817484943, 7.778804505105156, 8.181567801777746]","[403453, 2114970, 384796]","[6724, 25178, 4581]","[3148750, 4886199, 3108209]"
3236dfe7-790c-408d-868e-4d36f3923a5e,"[4.807414082540825, 19.769682672395916, 8.648582501069626, 5.541741949037849, 12.812295995751892]","[15145146, 121352, 630392, 3042234, 1943288]","[157762, 2528, 13133, 13343, 40485]","[16840923, 248818, 2156059, 3299073, 3817109]"
fcc58719-edd3-4ed6-a680-e8018b8a2c03,"[7.63126525693782, 6.1915366030689345, 6.768997741741414, 6.363860705810105]","[2578653, 466140, 7916493, 267869]","[30698, 2428, 36650, 7441]","[2626968, 8635468, 25393713, 1276818]"
64aa7167-3368-47a1-9d2c-709e510eee6c,[6.449661872229417],[3878798],[40404],[6483625]
496b3af8-527e-4403-95b0-919fafc3cff9,"[7.478038580193941, 4.060928011936037]","[5528248, 128678]","[46069, 825]","[8123095, 500000]"
de867cf5-0e27-4932-8cc8-28a01bcd652b,[9.5095687316712],[2733468],[56947],[3711537]
e34fcfd5-6b6b-4f66-8d0b-67653b68fffe,"[11.230566978950431, 11.291264577721982]","[1509266, 1794292]","[20962, 29905]","[6578447, 1856930]"
598e1211-fe95-4cf4-9f8b-ef909928f13c,[5.0176643898582265],[8651207],[42408],[12709796]
2fee44d5-8f9f-427f-8403-14ccb8f56033,[5.635363347870834],[2324292],[27670],[13354780]
429d0448-193a-4e72-8ae1-17099cdbe3b3,[6.328734312748602],[1403562],[7798],[6630753]
dcd507d9-f446-4d85-b37c-438583d835ea,"[9.903580390503766, 4.648646863888908]","[443125, 1423871]","[12309, 3955]","[1327983, 5000000]"
3f6e6e79-37ad-49e5-9402-76a6f7e49908,"[6.443867481170384, 15.897494286505335, 4.963815059833503, 4.2397179620171155, 5.312980377054417]","[8459216, 3321814, 1145475, 2638444, 739368]","[78326, 69204, 3182, 12934, 15404]","[10642942, 4751925, 8608247, 5000000, 1000000]"
e3038ca2-b14d-4d98-bbf2-3bcdc8d8e9f4,"[10.650794329134218, 7.178527125150119, 16.511049939886384, 4.0557430492238735, 6.946547029905116]","[757057, 2139240, 138528, 336355, 1545668]","[21029, 14856, 11544, 9343, 18401]","[3436434, 7421067, 670730, 1382186, 2414959]"
6a54fbb1-907a-415a-bb89-0a23504379b8,"[10.575924157065018, 10.504587723500872, 6.82974837759076]","[1971102, 1011915, 209184]","[41065, 28109, 872]","[2313225, 1040895, 500000]"
66037517-fd54-4945-8b75-b55e606c6ea0,"[7.6933807747000245, 6.6767146555427495, 6.098186691204282]","[471129, 184073, 1260512]","[5609, 5113, 4567]","[1170332, 427035, 5429965]"
4382e72a-41b7-4d13-8b85-683b80787cf7,"[10.19661701276812, 16.506527634662742, 11.856165335399204, 6.988663866157532, 16.08204021219693]","[705227, 1498151, 8020939, 1168294, 405628]","[58769, 31211, 167103, 8113, 4829]","[1190799, 4559749, 8802392, 5502880, 3909279]"
c10507d4-d9d8-4dce-a994-c67f3417fee6,[4.372803011411006],[10642167],[68219],[15279953]
d3901e9d-7131-4d76-871e-2f1d61307e0e,"[4.63111397088563, 6.298642779305194, 15.955391031867068, 5.44472830106519]","[21900524, 350537, 175280, 275883]","[76043, 1718, 2921, 3832]","[75976884, 500000, 200000, 500000]"
